Symbol,Entry,Exit,Entry_Open,Exit_Open,Return_net_%,PnL_%_of_equity_at_entry,Sessions,Weeks,Hold bucket,Reason,Exit_Rank,Exit_Score,Below_buy_price_raw,Rebought_4w,Next_Entry,Next_Entry_Open,Churn_cost_%_equity
LMT,2022-08-22,2022-09-06,391.88,376.94,-3.3928,-0.3027,10,2,2–3 wk,rank drift (score > 0),16.0,12.5423,True,False,2022-10-24,412.99,
SNOW,2022-09-06,2022-09-12,170.0,190.0,11.5414,0.3007,4,1,1 wk,rank drift (score > 0),12.0,44.3084,False,True,2022-09-19,183.0,-0.0992
UNH,2022-09-06,2022-09-12,479.67,485.87,1.0902,0.0914,4,1,1 wk,rank drift (score > 0),20.0,27.9443,False,False,2022-12-12,503.01,
ASTS,2022-08-29,2022-09-12,12.01,11.62,-2.5848,-0.0661,9,2,2–3 wk,rank drift (score > 0),14.0,38.6078,True,False,2024-01-02,5.86,
SMCI,2022-07-25,2022-09-19,5.106,5.814,-0.0198,0.6488,39,8,4–8 wk,rank drift (score > 0),11.0,25.7865,False,True,2022-10-10,5.987,0.1068
PANW,2022-09-06,2022-09-19,89.0,85.6,-4.0124,-0.1809,9,2,2–3 wk,rank drift (score > 0),24.0,5.1857,True,False,2023-10-16,129.88,
MCK,2022-08-22,2022-09-19,361.68,336.65,-6.22,-0.6205,19,4,4–8 wk,rank drift (score > 0),12.0,25.2473,True,True,2022-09-26,334.31,-0.0481
HIMS,2022-08-29,2022-09-19,5.88,5.78,-2.1425,-0.0434,14,3,2–3 wk,rank drift (score > 0),18.0,17.533,True,True,2022-09-26,5.3,-0.2811
AVAV,2022-09-12,2022-09-19,99.94,90.97,-9.1573,-0.3533,5,1,1 wk,rank drift (score > 0),20.0,12.8284,True,True,2022-09-26,87.81,-0.1181
RCL,2022-09-19,2022-09-26,48.3,43.41,-10.3038,-0.3438,5,1,1 wk,rank drift (score > 0),14.0,9.1216,True,True,2022-10-17,44.47,0.0817
