Symbol,Entry,Exit,Entry_Open,Exit_Open,Return_net_%,PnL_%_of_equity_at_entry,Sessions,Weeks,Hold bucket,Reason,Exit_Rank,Exit_Score,Below_buy_price_raw,Rebought_4w,Next_Entry,Next_Entry_Open,Churn_cost_%_equity
MRVL,2024-12-16,2024-12-30,121.94,110.22,-9.7919,-1.3419,9,2,2–3 wk,rank drift (score > 0),11.0,47.8523,True,True,2025-01-06,121.73,1.1225
SOFI,2024-12-30,2025-01-06,15.57,15.2,-2.5714,-0.4668,4,1,1 wk,rank drift (score > 0),28.0,21.7307,True,True,2025-01-21,17.0,2.0615
SOUN,2024-12-09,2025-01-06,14.98,20.79,22.522,2.5652,18,4,4–8 wk,sector cap displacement,8.0,53.3072,False,False,2025-09-08,14.48,
AVGO,2024-12-30,2025-01-06,231.32,233.1,0.5682,0.086,4,1,1 wk,rank drift (score > 0),17.0,42.2444,False,False,2025-06-02,240.48,
ACHR,2024-12-23,2025-01-13,9.7,8.53,-13.8623,-0.8697,12,2,2–3 wk,rank drift (score > 0),15.0,33.9508,True,False,2025-03-17,8.09,
JOBY,2024-12-30,2025-01-13,8.685,8.34,-4.2877,-0.3876,8,2,2–3 wk,rank drift (score > 0),13.0,36.3097,True,True,2025-01-27,8.5,0.2087
TSLA,2024-11-11,2025-01-13,346.3,383.21,3.7923,1.1385,41,8,4–8 wk,rank drift (score > 0),12.0,37.8402,False,False,2025-09-15,423.13,
IONQ,2024-12-09,2025-01-13,38.0,29.55,-24.8648,-0.7117,22,4,4–8 wk,rank drift (score > 0),21.0,23.4545,True,False,2025-05-19,33.6,
APP,2024-09-16,2025-01-13,111.4,310.0,26.5647,15.5855,81,16,9+ wk,rank drift (score > 0),17.0,31.8051,False,True,2025-01-21,349.0,1.1836
UMAC,2024-12-09,2025-01-21,9.0,13.6,40.9771,1.0991,27,5,4–8 wk,rank drift (score > 0),15.0,41.3057,False,False,2025-10-06,16.76,
RKLB,2024-12-23,2025-01-21,24.97,26.0,2.5154,0.2504,17,3,2–3 wk,rank drift (score > 0),28.0,23.8702,False,True,2025-01-27,28.94,0.5923
META,2025-01-13,2025-01-21,603.64,614.3,1.5626,0.3122,5,1,1 wk,rank drift (score > 0),19.0,38.9993,False,True,2025-02-03,672.06,1.8005
BKR,2025-01-13,2025-01-21,41.96,45.22,7.554,1.3477,5,1,1 wk,rank drift (score > 0),12.0,45.446,False,False,2025-03-17,41.95,
ALAB,2025-01-06,2025-01-21,147.15,128.5,-12.8486,-1.4802,9,2,2–3 wk,rank drift (score > 0),13.0,44.6508,True,False,2025-08-04,137.23,
GOOGL,2025-01-13,2025-01-27,188.96,191.29,1.0308,0.1949,9,2,2–3 wk,rank drift (score > 0),14.0,48.7865,False,False,2025-08-18,203.49,
ANET,2025-01-21,2025-01-27,121.56,109.62,-10.0025,-1.4974,4,1,1 wk,rank drift (score > 0),21.0,38.0772,True,False,2025-08-11,137.75,
SOFI,2025-01-21,2025-02-03,17.0,14.98,-10.5084,-1.365,9,2,2–3 wk,rank drift (score > 0),26.0,27.551,True,False,2025-07-14,21.37,
VRT,2025-01-21,2025-02-03,140.84,105.53,-20.4087,-2.9582,9,2,2–3 wk,rank drift (score > 0),41.0,5.7265,True,False,2025-06-23,117.34,
TWLO,2025-01-21,2025-02-03,113.56,142.54,25.2688,3.185,9,2,2–3 wk,rank drift (score > 0),15.0,41.2315,False,False,2025-12-15,134.75,
JOBY,2025-01-27,2025-02-03,8.5,7.92,-7.0097,-0.4853,5,1,1 wk,rank drift (score > 0),30.0,21.952,True,False,2025-06-02,7.7,
MRVL,2025-01-06,2025-02-03,121.73,108.3,-7.3549,-1.4431,18,4,4–8 wk,rank drift (score > 0),33.0,18.8805,True,False,2025-12-08,90.32,
UI,2025-01-13,2025-02-03,348.13,381.45,4.63,0.7843,14,3,2–3 wk,rank drift (score > 0),14.0,42.5805,False,False,2025-05-12,425.41,
RKLB,2025-01-27,2025-02-10,28.94,27.75,-4.3035,-0.2991,10,2,2–3 wk,rank drift (score > 0),28.0,25.944,True,False,2025-04-21,19.47,
CVNA,2025-02-03,2025-02-18,48.19,57.4,17.3065,1.7735,10,2,2–3 wk,rank drift (score > 0),13.0,47.9033,False,False,2025-04-14,42.88,
RDDT,2025-01-13,2025-02-18,160.44,193.4,7.3874,0.8369,24,5,4–8 wk,sector cap displacement,9.0,53.8183,False,False,2025-08-11,215.23,
RCL,2025-02-03,2025-02-24,250.25,231.04,-7.9354,-1.1441,14,3,2–3 wk,rank drift (score > 0),31.0,4.3981,True,False,2025-07-28,343.68,
UPST,2025-02-18,2025-02-24,83.3,72.245,-13.4446,-0.6472,4,1,1 wk,rank drift (score > 0),15.0,31.3589,True,False,,,
SHOP,2025-02-03,2025-02-24,111.87,115.56,0.9693,0.1771,14,3,2–3 wk,rank drift (score > 0),21.0,22.0216,False,False,2025-08-11,150.755,
HOOD,2025-01-06,2025-02-24,42.11,52.24,18.964,1.2496,32,6,4–8 wk,rank drift (score > 0),11.0,39.4961,False,True,2025-03-03,54.72,0.3022
AFRM,2025-02-10,2025-03-03,75.59,65.055,-13.9287,-0.9008,14,3,2–3 wk,rank drift (score > 0),11.0,33.2709,True,False,2025-09-02,85.35,
LRCX,2025-02-24,2025-03-03,85.41,77.0,-10.0267,-1.1141,5,1,1 wk,score <= 0,,-5.0934,True,False,2025-07-07,97.71,
APLD,2025-02-24,2025-03-03,10.5,8.275,-21.3479,-0.8124,5,1,1 wk,score <= 0,,-6.0953,True,False,2025-06-09,14.52,
APP,2025-01-21,2025-03-03,349.0,350.24,-0.2141,0.0698,28,6,4–8 wk,rank drift (score > 0),16.0,21.9385,False,False,2025-05-12,350.56,
NFLX,2025-02-03,2025-03-10,97.3,87.51,-10.2414,-0.977,24,5,4–8 wk,rank drift (score > 0),17.0,9.3816,True,True,2025-03-17,94.0,0.9482
HIMS,2025-02-03,2025-03-10,35.01,34.11,-5.0576,1.2434,24,5,4–8 wk,rank drift (score > 0),11.0,15.3797,True,True,2025-04-07,24.5,-0.7646
DASH,2025-02-18,2025-03-10,213.09,182.49,-14.5312,-1.9959,14,3,2–3 wk,rank drift (score > 0),15.0,9.7698,True,True,2025-03-17,183.0,0.0616
TEAM,2025-03-03,2025-03-10,284.69,230.58,-19.1685,-1.5732,5,1,1 wk,score <= 0,,-9.927,True,False,,,
META,2025-02-03,2025-03-10,672.06,604.6,-10.2175,-1.324,24,5,4–8 wk,rank drift (score > 0),22.0,6.5698,True,False,2025-08-18,771.94,
FTNT,2025-02-24,2025-03-17,109.315,95.74,-12.5932,-1.5833,15,3,2–3 wk,score <= 0,,-0.1539,True,True,2025-04-14,99.89,0.305
HOOD,2025-03-03,2025-03-17,54.72,39.35,-28.2321,-1.4237,10,2,2–3 wk,rank drift (score > 0),17.0,8.7205,True,True,2025-03-24,46.4,0.4234
U,2025-02-24,2025-03-17,27.0,20.7,-23.4865,-0.9269,15,3,2–3 wk,score <= 0,,-1.6088,True,False,2025-07-21,36.99,
UBER,2025-03-10,2025-03-17,74.94,72.02,-4.0885,-0.1644,5,1,1 wk,rank drift (score > 0),16.0,9.4479,True,True,2025-03-24,76.97,0.277
LMT,2025-03-10,2025-03-17,456.98,445.81,-2.6392,-0.175,5,1,1 wk,rank drift (score > 0),11.0,18.3065,True,False,2026-01-20,569.68,
ZS,2025-03-10,2025-03-17,203.47,197.71,-3.025,-0.1454,5,1,1 wk,rank drift (score > 0),14.0,14.4147,True,True,2025-03-24,208.0,0.2559
MU,2025-03-17,2025-03-24,100.67,95.73,-5.0971,-0.1452,5,1,1 wk,score <= 0,,-17.3814,True,False,2025-10-20,209.45,
ASTS,2025-03-03,2025-03-24,29.08,26.62,-7.7946,0.1323,15,3,2–3 wk,rank drift (score > 0),16.0,13.5512,True,False,2025-05-05,25.915,
SMCI,2025-03-17,2025-03-24,42.68,40.81,-4.5725,-0.0814,5,1,1 wk,rank drift (score > 0),26.0,1.0892,True,False,2025-05-19,44.225,
ACHR,2025-03-17,2025-03-31,8.09,6.99,-13.7697,-0.1791,10,2,2–3 wk,score <= 0,,-1.8204,True,False,2025-05-05,9.11,
HOOD,2025-03-24,2025-03-31,46.4,39.775,-14.4493,-0.2952,5,1,1 wk,rank drift (score > 0),11.0,8.5112,True,True,2025-04-07,30.6728,-0.4042
VEEV,2025-03-10,2025-04-07,244.1,205.225,-15.2987,-0.8319,20,4,4–8 wk,score <= 0,,-7.094,True,False,2025-05-12,238.0,
BKR,2025-03-17,2025-04-07,41.95,33.7,-19.8268,-0.9958,15,3,2–3 wk,score <= 0,,-7.2823,True,False,2025-11-10,47.82,
SLB,2025-03-31,2025-04-07,39.72,31.73,-20.2754,-1.0831,5,1,1 wk,rank drift (score > 0),11.0,0.0707,True,False,2025-11-24,35.14,
ZS,2025-03-24,2025-04-07,208.0,166.88,-19.9295,-0.8491,10,2,2–3 wk,score <= 0,,-6.1489,True,True,2025-04-21,198.88,0.7006
HIMS,2025-04-07,2025-04-14,24.5,28.72,16.9903,0.3073,5,1,1 wk,rank drift (score > 0),18.0,0.9235,False,True,2025-05-05,42.28,0.9378
TEM,2025-04-07,2025-04-14,39.12,44.02,12.3007,0.213,5,1,1 wk,score <= 0,,-5.0314,False,True,2025-04-28,53.96,0.4141
FTNT,2025-04-14,2025-04-21,99.89,94.87,-5.2153,-0.2669,4,1,1 wk,rank drift (score > 0),14.0,13.4664,True,True,2025-04-28,102.39,0.4009
UNH,2025-03-31,2025-04-21,499.0,432.28,-13.2681,-0.6393,14,3,2–3 wk,score <= 0,,-12.5575,True,False,2026-05-18,385.41,
RKLB,2025-04-21,2025-04-28,19.47,23.2,18.9196,0.4513,5,1,1 wk,rank drift (score > 0),14.0,32.5728,False,True,2025-05-19,24.3,0.1371
NOC,2025-03-10,2025-04-28,474.49,463.87,-2.9813,-0.1091,34,7,4–8 wk,score <= 0,,-4.0233,True,False,2025-07-28,557.92,
UBER,2025-03-24,2025-04-28,76.97,78.105,7.8974,0.3633,24,5,4–8 wk,rank drift (score > 0),11.0,36.6481,False,True,2025-05-05,83.05,0.3403
CVNA,2025-04-14,2025-05-05,42.88,50.9,18.8462,0.4704,14,3,2–3 wk,rank drift (score > 0),11.0,39.9866,False,True,2025-05-12,55.7,0.2688
CDNS,2025-04-28,2025-05-05,288.02,307.0,6.3769,0.3303,5,1,1 wk,rank drift (score > 0),14.0,37.3295,False,False,,,
TEM,2025-04-28,2025-05-05,53.96,55.59,2.8149,0.0666,5,1,1 wk,rank drift (score > 0),12.0,38.9515,False,False,2025-06-16,72.15,
FTNT,2025-04-28,2025-05-05,102.39,104.57,1.9251,0.1139,5,1,1 wk,rank drift (score > 0),19.0,30.7138,False,False,2026-06-15,146.32,
MCK,2025-03-03,2025-05-12,633.75,669.51,2.1947,0.3706,49,10,9+ wk,rank drift (score > 0),29.0,22.8772,False,False,2025-06-16,721.54,
HIMS,2025-05-05,2025-05-12,42.28,56.09,32.3981,0.6763,5,1,1 wk,rank drift (score > 0),20.0,33.6005,False,False,2025-06-23,48.16,
UBER,2025-05-05,2025-05-12,83.05,84.615,1.6808,0.0948,5,1,1 wk,rank drift (score > 0),18.0,36.3245,False,True,2025-05-19,90.88,0.431
DASH,2025-03-17,2025-05-12,183.0,191.61,9.0005,0.5492,39,8,4–8 wk,rank drift (score > 0),38.0,7.6094,False,True,2025-05-27,205.44,0.3769
MSTR,2025-04-07,2025-05-19,259.93,392.49,39.5658,1.0656,29,6,4–8 wk,rank drift (score > 0),12.0,39.0302,False,False,,,
APP,2025-05-12,2025-05-19,350.56,355.27,1.1411,0.0323,5,1,1 wk,rank drift (score > 0),30.0,27.2419,False,True,2025-06-02,392.31,0.299
ASTS,2025-05-05,2025-05-19,25.915,25.675,-1.7859,-0.055,10,2,2–3 wk,rank drift (score > 0),43.0,18.8392,True,True,2025-06-16,39.26,1.5586
VEEV,2025-05-12,2025-05-19,238.0,240.37,0.794,0.0822,5,1,1 wk,rank drift (score > 0),22.0,34.3485,False,True,2025-06-02,276.31,1.5548
UI,2025-05-12,2025-05-27,425.41,397.34,-6.5419,-0.7638,10,2,2–3 wk,rank drift (score > 0),15.0,37.743,True,False,2025-09-02,510.66,
SMCI,2025-05-19,2025-05-27,44.225,41.405,-6.5635,-0.4123,5,1,1 wk,rank drift (score > 0),39.0,12.7659,True,False,2025-07-07,48.23,
UBER,2025-05-19,2025-05-27,90.88,89.1699,-2.0778,-0.3281,5,1,1 wk,rank drift (score > 0),22.0,26.6673,True,False,,,
IONQ,2025-05-19,2025-06-02,33.6,40.01,18.8395,1.61,9,2,2–3 wk,rank drift (score > 0),12.0,46.2995,False,True,2025-06-23,38.87,-0.1248
ACHR,2025-05-05,2025-06-02,9.11,10.01,-3.6944,-0.2671,19,4,4–8 wk,rank drift (score > 0),20.0,38.4134,False,True,2025-06-09,11.43,0.9362
INTU,2025-05-27,2025-06-02,715.49,741.21,3.3878,0.5473,4,1,1 wk,rank drift (score > 0),13.0,45.7445,False,True,2025-06-09,760.63,0.466
DASH,2025-05-27,2025-06-02,205.44,209.22,1.6365,0.2134,4,1,1 wk,rank drift (score > 0),14.0,44.5908,False,True,2025-06-09,218.03,0.5783
CVNA,2025-05-12,2025-06-09,55.7,67.38,16.9131,1.1915,19,4,4–8 wk,rank drift (score > 0),17.0,39.9784,False,False,2025-08-25,70.88,
AVGO,2025-06-02,2025-06-09,240.48,242.25,0.5348,0.0615,5,1,1 wk,rank drift (score > 0),23.0,37.2669,False,False,2025-12-01,391.94,
JOBY,2025-06-02,2025-06-09,7.7,8.97,16.2608,1.4026,5,1,1 wk,rank drift (score > 0),14.0,41.8982,False,True,2025-07-07,10.475,1.5974
VEEV,2025-06-02,2025-06-09,276.31,286.49,3.4771,0.5244,5,1,1 wk,rank drift (score > 0),19.0,38.1621,False,False,2026-08-24,247.06,
APP,2025-06-02,2025-06-16,392.31,367.79,-6.5564,-0.4889,10,2,2–3 wk,rank drift (score > 0),47.0,6.2764,True,False,2025-08-25,440.3,
RKLB,2025-05-19,2025-06-16,24.3,25.87,6.085,0.6056,19,4,4–8 wk,rank drift (score > 0),21.0,32.1117,False,True,2025-06-23,28.925,0.8774
HOOD,2025-04-07,2025-06-16,30.6728,73.7,51.2217,4.1239,48,10,9+ wk,rank drift (score > 0),19.0,40.2417,False,True,2025-06-23,77.86,0.4659
APLD,2025-06-09,2025-06-16,14.52,11.419,-21.5139,-0.8867,5,1,1 wk,sector cap displacement,10.0,45.3285,True,True,2025-06-30,10.56,-0.2452
INTU,2025-06-09,2025-06-16,760.63,752.34,-1.2875,-0.2414,5,1,1 wk,sector cap displacement,9.0,45.5279,True,False,,,
ACHR,2025-06-09,2025-06-16,11.43,10.34,-9.7171,-0.7045,5,1,1 wk,rank drift (score > 0),38.0,11.8386,True,False,2025-07-21,13.365,
ORCL,2025-06-16,2025-06-23,210.32,202.73,-3.8014,-0.3767,4,1,1 wk,sector cap displacement,10.0,45.492,True,True,2025-07-07,231.93,1.3964
MCK,2025-06-16,2025-06-23,721.54,722.99,0.0008,0.0002,4,1,1 wk,rank drift (score > 0),35.0,24.4552,False,False,2025-10-20,784.37,
DASH,2025-06-09,2025-06-23,218.03,225.255,3.1073,0.3202,9,2,2–3 wk,rank drift (score > 0),22.0,36.9119,False,False,2025-08-11,258.19,
NFLX,2025-03-17,2025-06-23,94.0,123.8,13.6119,2.5683,67,13,9+ wk,rank drift (score > 0),16.0,41.3579,False,True,2025-06-30,133.1,1.1587
TEM,2025-06-16,2025-06-23,72.15,66.05,-8.6375,-0.4099,4,1,1 wk,rank drift (score > 0),33.0,30.4415,True,False,2025-10-06,91.34,
HIMS,2025-06-23,2025-06-30,48.16,50.76,5.1881,0.379,5,1,1 wk,rank drift (score > 0),55.0,3.3658,False,False,2025-08-04,63.805,
NVTS,2025-05-27,2025-06-30,4.535,6.595,21.1859,0.9742,23,5,4–8 wk,rank drift (score > 0),21.0,45.4435,False,True,2025-07-28,8.88,0.6519
VRT,2025-06-23,2025-06-30,117.34,127.91,8.7902,0.9051,5,1,1 wk,rank drift (score > 0),17.0,46.4508,False,False,2025-08-04,144.07,
IONQ,2025-06-23,2025-06-30,38.87,41.21,5.8082,0.3871,5,1,1 wk,rank drift (score > 0),35.0,26.5691,False,False,2025-09-22,68.11,
SNOW,2025-06-16,2025-07-07,210.31,221.43,5.191,0.7732,13,3,2–3 wk,rank drift (score > 0),23.0,39.6577,False,False,2026-07-20,267.12,
ZS,2025-04-21,2025-07-07,198.88,312.86,23.2881,5.0732,52,10,9+ wk,rank drift (score > 0),16.0,45.5758,False,False,,,
HOOD,2025-06-23,2025-07-07,77.86,93.59,19.9628,1.8906,9,2,2–3 wk,rank drift (score > 0),11.0,47.7667,False,True,2025-07-14,100.87,0.7753
ARM,2025-06-30,2025-07-07,166.965,154.0,-7.9494,-0.7364,4,1,1 wk,rank drift (score > 0),21.0,40.2545,True,False,2026-03-30,144.1,
NFLX,2025-06-30,2025-07-07,133.1,129.5,-2.8991,-0.5702,4,1,1 wk,rank drift (score > 0),31.0,35.0778,True,False,2026-03-30,92.75,
APLD,2025-06-30,2025-07-07,10.56,10.16,-3.9801,-0.1609,4,1,1 wk,rank drift (score > 0),33.0,34.3165,True,True,2025-08-04,12.83,1.0542
LRCX,2025-07-07,2025-07-14,97.71,99.91,2.0473,0.2634,5,1,1 wk,sector cap displacement,10.0,49.3499,False,False,2025-11-10,163.8,
IREN,2025-07-07,2025-07-14,16.335,16.745,2.3051,0.2399,5,1,1 wk,rank drift (score > 0),23.0,41.9883,False,False,2025-08-18,19.925,
ASTS,2025-06-16,2025-07-14,39.26,45.335,8.8759,1.0258,18,4,4–8 wk,rank drift (score > 0),21.0,42.9786,False,True,2025-07-21,59.74,2.7071
SOFI,2025-07-14,2025-07-21,21.37,21.95,2.5089,0.3349,5,1,1 wk,rank drift (score > 0),25.0,42.7646,False,True,2025-08-18,23.69,0.9986
AMD,2025-07-14,2025-07-21,145.09,157.62,8.419,1.155,5,1,1 wk,sector cap displacement,10.0,51.7029,False,True,2025-07-28,169.08,0.998
COIN,2025-06-30,2025-07-21,359.225,425.55,18.4811,1.4985,14,3,2–3 wk,rank drift (score > 0),16.0,47.8218,False,False,,,
U,2025-07-21,2025-07-28,36.99,32.99,-10.9919,-1.1862,5,1,1 wk,rank drift (score > 0),16.0,44.4863,True,True,2025-08-18,37.89,1.4885
ACHR,2025-07-21,2025-07-28,13.365,11.41,-14.7983,-1.1085,5,1,1 wk,rank drift (score > 0),38.0,30.8615,True,False,,,
CIFR,2025-07-07,2025-07-28,5.81,6.59,11.3236,0.9079,15,3,2–3 wk,sector cap displacement,9.0,52.6534,False,False,2025-09-02,7.421,
ASTS,2025-07-21,2025-07-28,59.74,55.04,-8.0515,-0.7053,5,1,1 wk,rank drift (score > 0),17.0,43.8135,True,True,2025-08-04,51.23,-0.5575
HOOD,2025-07-14,2025-08-04,100.87,101.229,-1.3603,-0.0332,15,3,2–3 wk,rank drift (score > 0),29.0,24.2627,False,True,2025-08-11,116.22,1.4019
AVAV,2025-06-16,2025-08-04,197.4,265.72,23.0209,6.6837,33,7,4–8 wk,rank drift (score > 0),24.0,31.1658,False,False,2025-10-06,385.39,
RCL,2025-07-28,2025-08-04,343.68,310.8,-9.7477,-1.6825,5,1,1 wk,rank drift (score > 0),42.0,1.5265,True,False,2025-09-02,347.46,
ORCL,2025-07-07,2025-08-04,231.93,243.09,3.9465,0.729,20,4,4–8 wk,sector cap displacement,7.0,52.6908,False,False,,,
AMD,2025-07-28,2025-08-04,169.08,174.605,3.0614,0.3969,5,1,1 wk,sector cap displacement,5.0,63.1885,False,True,2025-08-18,176.755,0.1949
SMCI,2025-07-07,2025-08-11,48.23,45.075,-11.7553,-0.6842,25,5,4–8 wk,rank drift (score > 0),43.0,7.7969,True,False,,,
HIMS,2025-08-04,2025-08-11,63.805,51.3043,-19.7527,-1.2136,5,1,1 wk,score <= 0,,-13.8013,True,False,2026-06-22,34.63,
ASTS,2025-08-04,2025-08-11,51.23,46.25,-9.9012,-0.8827,5,1,1 wk,rank drift (score > 0),35.0,19.3904,True,False,2025-10-06,69.165,
NVTS,2025-07-28,2025-08-11,8.88,6.72,-22.1709,-0.4634,10,2,2–3 wk,rank drift (score > 0),20.0,37.4825,True,False,2025-10-13,8.6,
VRT,2025-08-04,2025-08-11,144.07,138.98,-3.7257,-0.6284,5,1,1 wk,rank drift (score > 0),26.0,32.4764,True,False,2025-10-13,174.83,
NOC,2025-07-28,2025-08-11,557.92,568.28,0.9594,0.2423,10,2,2–3 wk,rank drift (score > 0),33.0,21.2825,False,False,2026-02-02,676.74,
NVDA,2025-08-11,2025-08-18,181.6,180.16,-0.9912,-0.1915,5,1,1 wk,sector cap displacement,12.0,44.2694,True,False,,,
APLD,2025-08-04,2025-08-18,12.83,14.875,15.7076,0.6676,10,2,2–3 wk,sector cap displacement,6.0,54.2775,False,True,2025-08-25,16.01,0.3123
DASH,2025-08-11,2025-08-18,258.19,248.99,-3.7559,-0.7091,5,1,1 wk,rank drift (score > 0),27.0,27.5218,True,False,2026-08-03,200.45,
SHOP,2025-08-11,2025-08-18,150.755,141.385,-6.4028,-0.5778,5,1,1 wk,rank drift (score > 0),23.0,33.8334,True,True,2025-08-25,140.75,-0.0212
JOBY,2025-07-07,2025-08-18,10.475,16.7,34.4541,4.3522,30,6,4–8 wk,rank drift (score > 0),30.0,26.0653,False,False,2025-09-29,16.72,
RKLB,2025-06-23,2025-08-18,28.925,44.3,29.6805,4.6284,39,8,4–8 wk,rank drift (score > 0),43.0,10.8373,False,False,2025-10-06,56.865,
META,2025-08-18,2025-08-25,771.94,751.76,-2.8088,-0.4076,5,1,1 wk,rank drift (score > 0),29.0,27.4495,True,False,2026-07-20,646.19,
GOOGL,2025-08-18,2025-08-25,203.49,205.71,0.889,0.1832,5,1,1 wk,rank drift (score > 0),15.0,38.494,False,True,2025-09-08,234.86,3.0309
AMD,2025-08-18,2025-08-25,176.755,165.55,-6.5264,-0.6927,5,1,1 wk,rank drift (score > 0),22.0,34.142,True,False,2025-10-13,220.2,
HOOD,2025-08-11,2025-08-25,116.22,108.49,-6.8377,-0.6738,10,2,2–3 wk,rank drift (score > 0),14.0,39.6346,True,False,2025-09-29,123.78,
SHOP,2025-08-25,2025-09-02,140.75,136.95,-2.8942,-0.3158,5,1,1 wk,rank drift (score > 0),18.0,42.1933,True,False,2025-11-03,175.5,
APLD,2025-08-25,2025-09-02,16.01,15.13,-5.6854,-0.245,5,1,1 wk,sector cap displacement,8.0,51.2146,True,True,2025-09-15,19.105,1.0602
CVNA,2025-08-25,2025-09-02,70.88,72.41,1.9545,0.2381,5,1,1 wk,rank drift (score > 0),20.0,35.3794,False,False,2025-12-29,87.18,
ANET,2025-08-11,2025-09-02,137.75,132.41,-3.2596,-0.4162,15,3,2–3 wk,sector cap displacement,6.0,54.974,True,False,2026-04-20,165.0,
UI,2025-09-02,2025-09-08,510.66,575.82,12.5347,0.9876,4,1,1 wk,sector cap displacement,7.0,56.974,False,True,2025-09-22,632.51,0.8339
RCL,2025-09-02,2025-09-08,347.46,345.99,-0.622,-0.1171,4,1,1 wk,rank drift (score > 0),18.0,45.5353,True,False,2026-06-22,309.39,
SOUN,2025-09-08,2025-09-15,14.48,14.36,-1.0269,-0.0648,5,1,1 wk,rank drift (score > 0),23.0,37.2745,True,False,,,
AFRM,2025-09-02,2025-09-15,85.35,84.11,-1.6497,-0.1742,9,2,2–3 wk,rank drift (score > 0),27.0,33.4223,True,False,2026-06-01,73.97,
ALAB,2025-08-04,2025-09-22,137.23,239.875,61.1969,4.8713,34,7,4–8 wk,sector cap displacement,8.0,58.7674,False,False,2026-05-26,315.0,
U,2025-08-18,2025-09-22,37.89,45.94,18.98,1.9475,24,5,4–8 wk,sector cap displacement,6.0,62.0021,False,False,2025-11-24,39.32,
RDDT,2025-08-11,2025-09-29,215.23,244.804,11.9118,1.511,34,7,4–8 wk,rank drift (score > 0),25.0,31.7168,False,False,2025-12-22,235.95,
SOFI,2025-08-18,2025-09-29,23.69,28.36,16.7174,2.1957,29,6,4–8 wk,rank drift (score > 0),26.0,29.1877,False,False,,,
TSLA,2025-09-15,2025-10-06,423.13,440.75,3.5955,0.4793,15,3,2–3 wk,rank drift (score > 0),39.0,22.5449,False,True,2025-10-20,443.865,0.1082
GOOGL,2025-09-08,2025-10-06,234.86,244.15,2.868,0.7414,20,4,4–8 wk,rank drift (score > 0),36.0,27.0565,False,True,2025-10-20,254.03,0.8974
APP,2025-08-25,2025-10-06,440.3,684.475,52.3708,5.3441,29,6,4–8 wk,rank drift (score > 0),23.0,39.5233,False,False,2025-12-08,697.675,
UI,2025-09-22,2025-10-06,632.51,666.33,5.0073,0.3933,10,2,2–3 wk,sector cap displacement,9.0,56.2772,False,True,2025-11-03,784.84,1.3644
HOOD,2025-09-29,2025-10-06,123.78,153.0,23.3594,2.4389,5,1,1 wk,rank drift (score > 0),25.0,38.6438,False,False,2026-06-15,98.72,
IONQ,2025-09-22,2025-10-13,68.11,74.11,6.9732,0.7723,15,3,2–3 wk,sector cap displacement,5.0,55.2845,False,False,,,
UMAC,2025-10-06,2025-10-13,16.76,13.78,-17.9447,-1.2177,5,1,1 wk,sector cap displacement,17.0,39.9732,True,False,2026-01-20,17.26,
JOBY,2025-09-29,2025-10-13,16.72,16.7,-2.8819,-0.2735,10,2,2–3 wk,rank drift (score > 0),33.0,19.9891,True,False,,,
AVAV,2025-10-06,2025-10-20,385.39,361.11,-6.5446,-1.1058,10,2,2–3 wk,rank drift (score > 0),27.0,27.6262,True,True,2025-10-27,388.74,1.0831
IREN,2025-08-18,2025-10-20,19.925,63.61,167.532,11.2503,44,9,9+ wk,rank drift (score > 0),20.0,34.6053,False,True,2025-10-27,64.99,0.1717
AMD,2025-10-13,2025-10-20,220.2,236.465,7.1719,0.7648,5,1,1 wk,sector cap displacement,5.0,56.7397,False,True,2025-10-27,257.88,0.9991
TEM,2025-10-06,2025-10-20,91.34,91.02,-0.5494,-0.0407,10,2,2–3 wk,rank drift (score > 0),21.0,34.1276,True,True,2025-10-27,91.91,0.1162
TSLA,2025-10-20,2025-10-27,443.865,439.98,-1.0733,-0.1208,5,1,1 wk,rank drift (score > 0),37.0,20.0187,True,True,2025-11-03,455.99,0.4221
ASTS,2025-10-06,2025-10-27,69.165,76.0,9.6626,1.4984,15,3,2–3 wk,rank drift (score > 0),30.0,31.3481,False,True,2025-11-03,80.36,0.3072
GOOGL,2025-10-20,2025-10-27,254.03,264.13,3.7682,0.7293,5,1,1 wk,rank drift (score > 0),20.0,36.0231,False,True,2025-11-03,281.44,1.3391
NVTS,2025-10-13,2025-10-27,8.6,14.775,71.4591,5.6045,10,2,2–3 wk,sector cap displacement,5.0,62.2009,False,True,2025-11-03,13.2,-0.5025
MCK,2025-10-20,2025-10-27,784.37,798.21,1.5611,0.3026,5,1,1 wk,rank drift (score > 0),31.0,30.8183,False,True,2025-11-10,839.6,1.0467
BIIB,2025-10-27,2025-11-03,150.07,153.6,2.1477,0.3852,5,1,1 wk,rank drift (score > 0),33.0,25.7961,False,True,2025-11-10,155.41,0.2486
MU,2025-10-20,2025-11-03,209.45,233.65,10.659,1.2243,10,2,2–3 wk,sector cap displacement,6.0,59.305,False,True,2025-11-10,247.71,0.7675
CIFR,2025-09-02,2025-11-03,7.421,22.94,147.8548,9.9399,44,9,9+ wk,sector cap displacement,7.0,56.3108,False,True,2025-11-10,21.868,-0.2512
AVAV,2025-10-27,2025-11-03,388.74,375.475,-3.6053,-0.4445,5,1,1 wk,rank drift (score > 0),31.0,28.639,True,False,,,
